Temperature,Humidity,Battery_Level,fault
35.76,82.91,19.32,1
30.23,63.96,10.02,1
4.78,70.45,10.01,0
36.85,69.58,20.6,1
43.4,85.0,20.38,1
26.28,64.4,52.29,0
28.69,56.69,61.11,0
28.38,48.19,12.97,1
14.4,55.81,12.42,0
6.92,38.62,17.85,0
56.84,54.32,56.63,1
24.75,62.26,58.82,0
51.26,39.66,33.34,1
33.01,76.94,11.87,1
15.4,69.61,39.54,0
24.45,94.22,12.96,1
24.5,95.79,1.43,1
22.38,66.4,51.84,0
6.82,38.68,66.32,0
12.68,87.34,82.02,1
32.02,65.96,86.5,0
54.64,64.34,86.24,1
26.93,59.03,13.26,1
12.33,40.04,60.62,0
24.7,96.25,12.82,1
45.74,48.02,42.22,1
27.57,61.94,0.05,1
17.94,69.81,49.81,0
35.37,59.75,88.38,1
25.49,95.93,2.25,1
32.76,89.5,5.1,1
24.02,91.11,37.83,1
9.47,38.29,59.12,0
13.64,82.97,40.61,0
59.7,86.58,2.67,1
30.67,62.46,84.64,0
24.24,66.65,89.01,0
42.32,100.0,6.71,1
37.45,73.13,60.34,1
43.11,61.46,78.76,1
23.76,91.89,3.82,1
14.83,68.67,13.87,0
30.93,94.78,6.7,1
17.76,58.59,18.28,0
31.67,44.05,4.43,1
10.62,38.14,15.83,0
25.89,61.86,73.15,0
24.01,42.75,59.55,0
24.95,64.65,62.02,0
10.41,71.89,17.4,0
24.04,56.21,87.8,0
23.29,71.03,0.0,1
25.74,72.95,79.0,0
7.38,93.75,80.46,1
20.34,88.89,52.59,1
14.77,58.59,53.92,0
16.41,71.07,6.88,0
8.71,51.13,84.91,0
32.18,79.85,20.1,1
32.34,84.69,15.98,1
40.72,47.6,0.5,1
23.87,95.55,97.38,1
28.77,88.07,45.87,1
3.17,55.14,12.18,0
16.45,86.64,69.17,1
31.49,46.99,59.04,0
30.42,60.53,53.73,0
51.13,87.18,9.78,1
47.69,97.15,5.49,1
8.47,91.21,38.63,1
20.72,70.63,34.78,0
27.95,70.4,66.25,0
14.03,38.56,75.47,0
21.7,94.73,6.16,1
16.76,75.23,43.5,0
19.66,74.42,61.03,0
31.18,84.6,18.85,1
21.16,90.21,81.85,1
24.61,45.66,3.26,1
22.1,52.12,46.21,0
16.24,41.04,82.06,0
3.2,34.94,34.82,0
22.44,62.57,65.89,0
2.58,36.07,44.32,0
20.62,52.59,82.42,0
27.06,57.42,54.17,0
32.36,60.57,54.11,1
4.3,71.04,63.21,0
8.04,45.49,36.4,0
22.77,85.82,88.68,1
11.81,86.25,94.12,1
17.06,98.35,75.04,1
28.0,89.07,79.06,1
12.17,48.07,64.62,0
14.58,100.0,60.89,1
32.03,75.04,21.56,1
34.15,91.34,18.71,1
62.76,99.11,7.02,1
30.58,63.91,70.49,0
57.24,72.47,54.93,1
38.89,85.6,20.4,1
37.54,53.69,5.11,1
24.21,91.19,4.26,1
35.07,85.46,13.97,1
33.69,61.64,100.0,1
37.17,43.43,94.59,1
32.51,53.91,95.65,0
2.75,96.41,25.33,1
45.98,88.88,3.72,1
32.01,56.99,1.66,1
41.95,75.61,24.88,1
6.68,96.53,51.94,1
21.74,94.33,31.09,1
12.45,58.68,85.57,0
25.96,38.23,85.92,0
53.32,58.21,39.06,1
27.01,61.77,57.69,0
4.66,35.68,17.81,0
55.63,87.3,9.4,1
31.2,64.54,94.46,0
29.49,55.08,74.03,0
33.61,87.9,8.33,1
2.91,48.24,11.93,0
15.06,59.49,49.46,0
43.6,32.61,69.91,1
41.26,49.09,4.0,1
38.89,55.64,30.12,1
5.14,64.08,60.73,0
26.52,79.38,10.9,1
45.2,62.53,36.72,1
9.28,41.07,12.84,0
29.61,78.34,17.31,1
37.69,97.39,10.73,1
36.3,60.56,84.95,1
51.88,82.76,7.55,1
28.17,91.01,49.97,1
26.14,52.85,5.87,1
31.44,59.85,56.94,0
18.3,97.03,4.76,1
58.06,84.06,3.14,1
10.79,86.4,59.07,1
34.35,96.63,8.02,1
13.0,65.82,8.56,0
24.91,52.21,70.49,0
36.06,59.15,2.27,1
34.89,90.8,8.15,1
33.4,78.81,12.66,1
13.21,34.59,34.75,0
9.14,61.81,60.29,0
35.46,43.85,49.78,1
36.92,84.81,2.38,1
5.09,52.14,13.83,0
27.68,65.17,3.87,1
8.36,35.52,16.33,0
37.75,98.29,5.45,1
53.38,45.93,59.33,1
3.79,46.92,46.66,0
5.12,96.89,62.3,1
29.68,46.8,88.23,0
52.88,54.96,59.37,1
3.53,71.03,6.75,0
61.49,93.32,2.13,1
33.11,55.22,9.2,1
31.58,92.8,2.09,1
43.7,88.28,17.22,1
19.34,39.85,6.85,0
21.71,55.11,77.41,0
26.25,79.16,11.93,1
19.66,59.46,36.06,0
4.72,74.34,43.39,0
19.1,65.34,92.75,0
31.52,54.75,7.35,1
37.31,41.57,2.32,1
16.91,33.6,6.72,0
28.99,60.64,76.1,0
28.79,96.94,2.84,1
23.11,100.0,91.59,1
54.84,54.51,41.94,1
27.95,97.25,11.67,1
55.92,37.71,32.71,1
35.21,72.39,39.45,1
28.29,48.27,71.2,0
31.16,38.9,12.48,1
26.94,83.12,42.19,1
19.55,35.89,65.89,0
5.02,54.32,38.54,0
27.18,49.9,71.76,0
34.96,52.79,82.74,0
7.59,49.12,86.03,0
30.92,77.23,14.83,1
34.2,39.29,60.26,1
31.02,83.57,19.55,1
37.04,51.74,38.77,1
26.42,51.21,93.11,0
33.9,89.21,13.3,1
17.64,63.5,96.66,0
34.85,44.05,26.62,1
25.03,96.85,7.13,1
6.72,53.08,4.22,0
5.23,44.55,66.56,0
54.28,89.42,11.93,1
20.19,43.64,74.45,0
27.72,87.75,9.13,1
21.98,88.95,72.46,1
3.63,52.11,5.86,0
42.71,58.17,56.5,1
44.14,84.36,2.13,1
22.01,51.32,50.3,0
40.19,81.9,20.76,1
24.18,49.82,44.97,0
12.04,53.36,3.63,0
16.18,49.93,9.47,0
26.23,41.82,80.9,0
30.06,90.24,10.47,1
42.94,51.75,43.92,1
41.23,55.64,86.36,1
56.7,98.85,14.49,1
6.52,48.41,97.92,0
40.65,93.82,7.81,1
14.58,55.85,13.15,0
60.78,71.36,90.88,1
30.43,56.96,3.37,1
42.27,51.17,37.11,1
21.93,41.01,70.81,0
11.93,89.53,41.22,1
51.86,58.51,64.75,1
40.66,45.53,40.88,1
8.35,79.38,21.99,0
22.38,65.89,2.88,1
37.57,88.06,14.33,1
25.02,46.62,76.0,0
16.05,58.93,30.04,0
8.24,62.61,9.18,0
30.52,58.91,3.35,1
8.53,46.28,18.17,0
10.21,54.23,10.92,0
57.54,54.47,73.77,1
25.48,47.72,75.7,0
19.31,31.84,37.17,0
32.37,69.8,21.82,1
23.41,98.11,81.2,1
28.53,67.73,73.29,0
56.8,83.32,7.41,1
31.2,66.15,75.27,0
9.05,70.07,39.3,0
55.77,63.65,37.85,1
1.17,68.86,16.44,0
36.05,57.03,74.67,1
14.23,68.08,16.9,0
25.43,48.11,59.57,0
27.16,90.66,4.59,1
44.97,94.62,2.85,1
34.8,75.55,20.95,1
41.48,85.65,20.15,1
43.56,48.62,72.93,1
12.93,96.63,32.32,1
6.19,51.9,56.92,0
31.24,55.87,52.28,0
16.62,88.24,57.35,1
29.11,93.27,3.15,1
24.42,39.08,66.73,0
51.55,44.56,55.06,1
4.75,54.4,8.54,0
19.47,56.49,58.65,0
9.42,53.27,2.89,0
1.81,46.84,18.68,0
24.19,93.59,56.95,1
29.25,57.29,2.18,1
16.57,63.55,4.77,0
28.87,50.73,71.11,0
7.39,42.84,45.46,0
13.97,58.29,11.13,0
57.76,87.67,1.99,1
27.33,85.36,2.74,1
32.37,89.52,11.89,1
25.5,51.92,60.23,0
12.49,65.47,15.65,0
8.68,64.68,84.32,0
24.15,60.81,53.16,0
19.61,54.16,59.64,0
39.12,58.86,4.61,1
33.77,75.87,18.44,1
37.48,63.76,100.0,1
48.42,55.98,27.28,1
8.94,45.8,16.96,0
29.35,63.24,47.12,0
31.0,90.26,10.0,1
7.84,37.2,3.7,0
14.47,100.0,66.88,1
26.46,46.2,68.14,0
28.56,91.37,8.27,1
41.67,75.0,16.99,1
26.43,60.66,93.37,0
21.53,62.12,90.73,0
30.05,67.88,86.75,0
34.43,56.39,2.06,1
24.8,98.28,51.07,1
46.23,95.14,1.19,1
37.32,79.27,18.86,1
9.66,70.66,90.98,0
36.81,95.57,13.41,1
34.47,88.55,5.19,1
27.6,46.83,54.92,0
52.09,85.5,6.79,1
26.24,40.63,10.38,1
26.72,78.71,17.04,1
64.76,84.64,5.7,1
38.08,55.45,6.47,1
34.01,92.46,17.89,1
25.25,59.54,5.74,1
29.71,89.25,16.78,1
4.97,41.74,15.75,0
32.08,54.17,6.69,1
31.46,63.57,62.67,0
44.09,83.22,10.25,1
21.36,100.0,97.39,1
25.04,61.96,64.18,0
31.28,52.77,84.46,0
37.11,92.27,20.1,1
11.45,71.4,61.77,0
4.68,56.61,9.59,0
35.6,48.96,2.55,1
16.83,100.0,36.67,1
4.17,36.7,96.57,0
12.56,83.92,24.03,0
28.18,83.75,20.23,1
28.81,47.94,68.05,0
39.36,85.2,13.67,1
10.25,67.67,66.22,0
15.67,51.07,53.8,0
32.03,69.25,1.9,1
26.07,67.09,55.79,0
9.22,82.21,22.51,0
9.5,70.81,82.86,0
24.77,66.35,6.11,1
31.24,98.31,2.59,1
54.24,97.61,1.47,1
27.54,50.76,79.1,0
41.21,97.08,12.53,1
39.76,86.05,20.63,1
37.34,83.19,14.99,1
6.55,70.58,20.93,0
59.76,87.36,11.03,1
43.98,95.58,12.0,1
21.87,67.73,81.78,0
49.1,90.23,1.92,1
22.56,94.43,4.38,1
48.16,54.6,89.66,1
12.1,73.29,63.06,0
20.0,51.84,70.33,0
16.57,89.81,30.43,1
29.43,53.13,11.35,1
23.21,53.76,83.12,0
9.43,39.98,97.42,0
8.42,39.18,86.23,0
8.13,59.77,7.42,0
10.39,39.13,10.75,0
35.96,80.21,13.73,1
13.27,92.54,59.92,1
28.14,70.05,62.73,0
39.33,56.45,37.25,1
2.19,50.03,55.69,0
38.26,82.56,13.84,1
20.3,70.83,96.36,0
27.86,58.71,60.15,0
28.07,66.7,88.62,0
26.36,90.09,87.54,1
11.37,74.53,56.19,0
9.31,67.82,4.54,0
3.61,54.27,4.03,0
29.13,61.21,82.64,0
13.45,96.28,28.28,1
35.55,98.14,3.92,1
11.68,84.92,50.92,1
52.13,61.99,43.29,1
38.99,68.48,95.06,1
9.68,99.27,99.78,1
36.0,55.71,70.39,1
17.73,47.09,17.13,0
35.03,52.28,0.0,1
10.34,67.56,10.78,0
55.83,96.03,0.16,1
49.17,41.36,52.74,1
26.42,44.84,13.76,1
3.09,43.79,5.48,0
20.66,72.73,6.07,1
10.76,73.25,66.57,0
24.18,44.36,1.14,1
40.02,59.53,52.41,1
9.12,45.51,65.6,0
52.99,71.36,42.91,1
26.13,44.44,7.5,1
19.49,68.85,32.19,0
38.73,86.36,13.85,1
3.62,60.93,39.05,0
54.43,93.03,0.56,1
8.02,89.78,93.93,1
64.06,96.42,3.7,1
17.5,46.32,11.74,0
22.74,93.11,12.6,1
52.31,92.21,13.2,1
26.52,50.59,90.34,0
31.42,56.74,8.57,1
29.33,49.41,44.55,0
39.18,83.37,9.25,1
29.45,53.01,85.06,0
29.67,64.46,0.96,1
41.16,94.54,6.19,1
35.51,84.74,12.59,1
31.37,61.18,3.19,1
30.35,57.11,6.94,1
13.96,82.1,26.2,0
45.33,96.33,2.52,1
22.65,93.94,13.15,1
48.77,71.3,64.13,1
39.83,67.57,70.12,1
28.14,64.91,88.81,0
6.81,76.27,25.08,0
27.83,54.63,92.73,0
33.22,46.66,26.1,1
31.15,69.49,18.56,1
32.05,61.21,2.9,1
34.32,78.9,15.48,1
32.5,59.18,93.64,0
6.09,52.95,15.34,0
9.9,56.8,60.06,0
21.91,43.0,14.76,1
37.73,78.51,17.88,1
31.77,90.84,0.42,1
4.01,66.89,8.65,0
6.68,92.5,27.58,1
31.3,75.74,13.53,1
28.83,92.25,10.84,1
9.35,51.4,19.98,0
7.4,75.4,51.23,0
34.0,64.31,30.93,1
35.72,51.51,2.73,1
31.65,98.34,5.81,1
15.83,55.79,100.0,0
21.98,85.62,78.16,1
21.3,44.35,70.18,0
12.42,59.26,28.55,0
54.65,66.3,41.65,1
30.04,49.74,7.98,1
14.45,90.75,35.03,1
13.04,50.15,17.47,0
36.09,89.62,16.1,1
31.28,100.0,63.0,1
26.75,88.02,97.74,1
33.87,57.82,91.15,0
36.13,68.05,5.94,1
11.83,79.4,64.41,0
6.92,67.15,69.83,0
41.66,75.91,16.45,1
13.82,36.73,40.69,0
4.52,37.02,9.67,0
49.61,89.99,3.34,1
27.46,48.62,64.3,0
22.43,47.29,52.61,0
15.81,74.99,36.59,0
15.37,43.5,65.71,0
29.99,82.92,14.05,1
23.8,100.0,3.09,1
40.18,46.13,91.32,1
26.5,69.38,10.59,1
10.53,45.17,14.72,0
59.56,95.92,4.67,1
25.14,63.47,8.2,1
25.44,50.51,73.56,0
33.44,59.02,12.04,1
38.5,51.6,13.71,1
35.93,43.35,8.9,1
33.48,80.97,20.18,1
23.23,50.19,94.69,0
2.11,50.47,66.45,0
35.44,99.46,12.0,1
28.98,58.64,7.52,1
20.45,45.77,79.83,0
32.12,61.7,66.37,0
7.78,42.16,34.19,0
32.99,54.56,52.97,0
13.58,59.76,69.63,0
65.34,91.68,11.86,1
19.3,87.75,85.01,1
33.86,40.87,4.68,1
25.54,36.55,11.41,1
38.06,36.59,3.58,1
38.66,49.93,75.54,1
37.89,84.41,19.09,1
23.3,44.24,79.13,0
17.69,41.54,62.45,0
36.9,57.55,37.17,1
35.37,61.26,49.08,1
36.81,79.74,15.3,1
26.57,53.87,13.26,1
33.77,47.42,6.16,1
23.51,93.6,25.16,1
30.8,77.51,18.47,1
6.83,88.89,51.83,1
14.71,53.2,14.3,0
39.93,92.66,10.38,1
22.19,85.69,5.44,1
5.97,56.31,97.57,0
54.85,89.82,5.94,1
11.61,38.41,64.96,0
27.04,42.93,88.11,0
26.08,49.7,0.5,1
58.62,81.74,6.98,1
28.54,57.63,68.17,0
40.77,72.23,13.24,1
46.68,95.88,1.95,1
11.06,94.39,51.34,1
42.03,85.32,20.06,1
38.75,55.11,37.74,1
25.44,64.94,49.2,0
28.62,64.39,77.26,0
12.74,85.79,77.56,1
9.72,60.73,48.55,0
65.52,97.38,11.01,1
18.23,70.61,41.72,0
25.33,50.16,71.4,0
15.95,35.18,38.52,0
45.27,49.04,85.51,1
33.17,84.53,18.38,1
30.91,85.0,19.65,1
1.89,38.35,12.41,0
25.27,56.7,81.9,0
57.74,49.13,65.2,1
33.25,76.93,21.05,1
58.1,98.34,0.53,1
27.79,89.8,1.1,1
24.69,52.54,59.34,0
37.24,80.29,15.09,1
16.67,100.0,56.11,1
17.8,64.79,7.0,0
17.17,53.54,54.37,0
30.92,70.25,0.0,1
26.17,51.15,49.92,0
24.19,48.81,42.05,0
48.44,55.98,68.3,1
24.38,46.9,11.39,1
36.67,79.05,15.07,1
41.03,85.47,16.61,1
19.73,52.63,38.55,0
23.75,54.9,73.45,0
55.89,93.56,0.0,1
29.24,45.86,56.13,0
28.31,57.81,49.54,0
26.43,67.76,17.95,1
35.11,80.43,16.54,1
19.93,89.43,97.55,1
26.46,60.39,61.02,0
57.9,52.92,80.46,1
51.42,35.32,28.02,1
39.27,84.63,1.58,1
52.26,92.39,8.86,1
22.68,51.03,41.88,0
50.37,95.98,11.6,1
61.88,98.4,4.94,1
30.02,97.6,2.3,1
24.29,61.03,67.44,0
12.74,95.84,42.08,1
23.69,88.2,7.35,1
25.85,96.55,6.22,1
32.99,35.55,13.1,1
38.27,50.58,2.18,1
10.55,84.45,48.83,1
23.8,94.31,42.18,1
14.43,69.01,24.81,0
9.58,91.96,31.86,1
9.47,41.23,60.0,0
29.29,54.06,63.42,0
28.27,41.43,12.54,1
27.57,45.44,93.26,0
31.25,72.65,17.72,1
38.0,84.88,4.46,1
1.72,36.25,16.45,0
54.6,56.55,59.78,1
18.34,62.49,83.45,0
6.24,65.93,19.35,0
25.54,93.63,5.79,1
10.73,77.26,46.94,0
10.51,57.08,81.14,0
23.66,62.24,39.35,0
10.57,43.75,49.89,0
18.1,33.51,92.95,0
32.17,87.05,19.0,1
41.49,85.43,14.17,1
46.65,39.91,34.54,1
28.31,87.4,16.29,1
41.42,85.64,15.7,1
50.64,87.52,4.94,1
28.71,88.35,6.36,1
48.32,37.61,82.46,1
21.05,56.23,68.3,0
25.48,54.42,3.36,1
12.69,70.87,16.15,0
27.18,89.25,4.47,1
27.93,88.47,78.9,1
28.36,52.41,12.47,1
13.8,56.51,11.36,0
26.34,41.2,61.99,0
27.59,56.3,4.31,1
10.68,34.17,95.76,0
5.34,70.51,62.86,0
32.3,75.45,15.63,1
21.71,96.54,58.31,1
17.42,87.21,62.28,1
13.04,64.47,9.64,0
51.85,44.24,46.86,1
38.41,39.54,2.24,1
15.47,53.1,3.84,0
25.78,67.61,40.77,0
17.19,90.0,67.14,1
14.13,52.99,37.15,0
45.12,73.79,18.77,1
35.87,53.47,6.08,1
25.32,91.88,8.31,1
36.45,49.27,3.5,1
22.77,60.63,76.78,0
13.0,61.47,39.23,0
16.09,66.05,9.26,0
2.71,44.35,5.78,0
33.18,65.15,9.11,1
44.52,37.83,39.48,1
33.56,67.07,78.23,1
43.07,93.68,7.52,1
27.54,66.6,81.86,0
25.85,73.15,5.86,1
12.34,61.96,5.8,0
27.13,93.12,95.91,1
52.21,50.77,71.78,1
30.38,91.55,69.52,1
37.9,77.77,15.29,1
13.4,64.41,6.26,0
48.88,51.98,75.11,1
29.15,40.77,56.91,0
17.39,67.45,43.4,0
40.82,86.7,23.74,1
37.6,79.23,10.69,1
4.4,61.4,23.3,0
22.2,40.61,64.19,0
56.4,99.55,12.88,1
24.87,100.0,1.49,1
23.58,71.38,10.03,1
22.97,65.97,4.76,1
39.22,39.94,84.43,1
9.64,50.4,50.61,0
29.36,94.82,91.03,1
5.09,36.67,6.4,0
37.67,68.94,1.43,1
16.76,68.14,86.82,0
3.68,48.74,58.59,0
13.59,75.75,57.27,0
34.67,81.39,18.35,1
7.51,76.78,23.18,0
24.6,64.53,87.86,0
13.47,34.53,37.29,0
21.85,55.89,75.16,0
7.88,91.28,71.92,1
23.41,45.57,4.92,1
17.09,67.63,56.68,0
22.31,54.89,60.13,0
48.51,100.0,8.08,1
21.6,99.48,48.11,1
4.9,64.47,9.29,0
31.01,52.67,13.28,1
42.63,80.36,14.26,1
6.36,95.61,38.53,1
58.41,94.13,4.95,1
10.58,64.82,65.89,0
9.41,38.34,63.23,0
16.4,61.17,54.68,0
25.72,55.83,89.4,0
7.92,69.53,41.99,0
26.8,62.68,69.93,0
26.94,87.49,8.94,1
31.17,76.74,9.26,1
27.97,62.99,7.02,1
19.79,91.53,2.91,1
10.17,56.03,67.22,0
48.34,98.4,14.17,1
27.96,44.52,73.98,0
25.34,53.06,8.58,1
17.31,41.79,8.24,0
17.74,51.24,84.68,0
36.33,85.11,13.37,1
52.84,83.91,7.9,1
30.39,94.59,12.07,1
33.73,56.88,94.85,0
28.87,96.87,0.82,1
7.26,66.69,5.64,0
22.55,50.37,10.44,1
31.71,66.26,71.73,0
28.21,61.26,84.65,0
40.97,84.71,3.15,1
54.36,85.87,10.81,1
34.63,76.36,20.11,1
49.05,91.16,10.17,1
30.92,82.27,24.08,1
20.79,98.51,86.17,1
22.36,60.36,79.59,0
43.08,35.4,91.18,1
37.45,59.4,28.53,1
47.58,71.14,28.59,1
22.39,45.17,7.41,1
1.58,48.24,8.64,0
28.68,82.3,13.01,1
27.45,47.4,41.79,0
12.45,62.65,12.75,0
23.98,37.33,1.04,1
31.63,70.14,10.03,1
9.91,93.19,38.04,1
14.4,61.51,21.69,0
15.58,76.61,40.95,0
8.03,40.8,2.69,0
23.72,36.46,47.54,0
30.08,35.19,0.15,1
34.29,90.66,16.85,1
29.97,65.36,83.15,0
27.8,94.57,13.7,1
20.03,46.92,62.39,0
16.44,55.36,35.42,0
35.72,66.16,13.92,1
53.64,57.66,86.03,1
26.09,62.17,4.86,1
26.65,47.34,65.63,0
35.64,79.47,15.7,1
19.78,92.88,13.43,1
20.1,46.85,78.69,0
32.86,83.81,22.2,1
21.17,52.2,68.36,0
20.23,71.14,41.66,0
33.33,71.9,13.28,1
20.42,61.09,41.13,0
32.38,68.93,2.2,1
46.0,82.07,22.66,1
20.57,100.0,68.95,1
20.28,69.47,40.72,0
21.38,59.08,49.47,0
26.03,58.55,51.85,0
23.56,56.89,52.03,0
25.94,66.96,88.03,0
44.23,90.47,15.01,1
7.83,68.28,12.9,0
56.33,49.07,60.53,1
33.94,63.95,83.59,0
8.37,94.88,33.18,1
24.52,39.52,4.09,1
37.21,53.48,28.51,1
40.07,59.84,40.07,1
7.79,47.57,41.5,0
52.17,63.91,74.83,1
9.26,47.9,84.21,0
40.8,67.23,58.01,1
51.8,69.15,73.29,1
46.34,84.56,0.03,1
27.15,89.07,0.46,1
31.62,68.65,49.96,0
15.1,95.98,50.1,1
24.86,47.45,78.25,0
18.02,37.72,13.45,0
57.1,94.59,8.6,1
16.52,48.47,9.19,0
30.27,45.3,56.61,0
17.68,51.97,65.91,0
50.67,62.04,61.86,1
7.04,60.14,14.93,0
25.08,90.25,10.41,1
63.49,91.62,1.73,1
53.86,53.52,99.63,1
14.75,81.4,26.43,0
34.12,68.78,28.09,1
21.16,64.56,51.14,0
31.53,74.52,14.31,1
6.6,84.98,68.14,1
21.95,92.03,39.58,1
17.21,98.57,27.58,1
30.98,40.58,10.83,1
28.2,66.41,85.57,0
58.14,48.51,64.65,1
31.63,46.01,85.42,0
21.9,45.94,86.27,0
32.5,51.95,68.11,0
54.25,32.75,69.5,1
51.09,63.29,90.74,1
28.08,54.38,78.42,0
7.53,37.47,6.19,0
27.2,98.72,7.78,1
18.29,37.2,72.38,0
11.92,74.72,59.5,0
26.3,89.26,6.14,1
23.14,94.81,12.18,1
7.84,89.0,52.11,1
55.42,98.25,4.16,1
38.35,49.66,2.3,1
33.79,84.78,11.34,1
37.68,85.0,18.52,1
27.88,66.39,57.42,0
38.06,97.61,5.99,1
30.16,38.63,5.26,1
28.03,65.36,54.31,0
23.98,66.3,85.96,0
34.33,43.11,12.67,1
6.42,63.14,46.32,0
9.88,77.2,40.16,0
37.17,75.38,18.48,1
7.0,51.72,15.66,0
38.97,95.57,11.28,1
5.9,68.78,42.32,0
11.8,87.35,61.36,1
25.65,49.05,59.94,0
7.56,51.36,4.2,0
20.31,97.47,41.08,1
38.78,41.62,60.29,1
38.57,47.64,54.81,1
39.46,50.16,49.91,1
18.23,48.85,18.12,0
10.48,48.3,99.38,0
8.99,99.22,92.52,1
32.68,45.21,7.31,1
16.05,58.1,85.65,0
26.25,93.38,9.01,1
26.39,98.23,10.75,1
60.49,72.87,41.61,1
5.09,67.1,94.64,0
27.71,52.72,59.71,0
3.33,57.05,11.82,0
8.03,37.22,48.19,0
42.33,56.97,74.77,1
31.65,55.56,52.79,0
6.09,49.99,90.06,0
13.98,67.72,5.48,0
41.79,41.45,7.94,1
10.45,96.99,40.97,1
23.75,44.18,5.23,1
68.53,93.25,11.42,1
45.27,82.72,8.52,1
46.58,96.29,2.0,1
35.59,66.67,14.38,1
23.48,37.74,65.85,0
47.94,43.08,53.79,1
17.78,63.46,43.89,0
32.33,81.43,23.52,1
30.65,71.1,19.9,1
26.43,37.24,1.97,1
58.01,48.04,83.26,1
38.94,82.34,17.04,1
25.76,92.56,25.17,1
59.99,63.5,88.3,1
44.13,52.57,37.52,1
30.56,77.97,17.33,1
17.07,41.85,59.77,0
34.34,53.34,85.14,1
62.76,96.47,13.62,1
27.1,89.64,82.11,1
7.8,42.29,8.05,0
24.18,100.0,1.82,1
1.49,70.34,78.63,0
23.33,91.85,91.71,1
31.8,70.28,16.39,1
51.85,53.88,34.13,1
35.31,38.26,52.72,1
34.64,37.79,6.77,1
24.79,93.83,14.15,1
13.7,70.54,15.87,0
3.11,42.25,4.97,0
36.35,39.1,53.05,1
6.59,59.71,5.35,0
36.37,64.16,2.01,1
17.55,54.01,15.04,0
10.46,60.71,14.05,0
18.49,42.91,57.7,0
40.52,70.19,11.8,1
22.58,60.83,74.56,0
11.39,68.56,90.39,0
18.29,61.0,92.77,0
41.78,83.43,21.66,1
9.31,60.59,47.96,0
12.98,100.0,67.98,1
18.87,46.8,35.6,0
22.36,40.03,58.28,0
12.8,85.56,79.64,1
13.96,56.66,9.21,0
40.43,31.42,57.71,1
10.21,36.2,15.08,0
11.93,66.45,7.28,0
51.04,45.17,98.46,1
49.17,41.9,69.82,1
26.41,65.58,9.01,1
27.8,96.31,6.85,1
38.09,80.44,15.79,1
10.7,41.46,9.41,0
9.46,95.7,82.16,1
28.72,62.29,88.63,0
37.65,85.48,14.09,1
6.6,56.83,11.64,0
29.5,73.27,22.04,1
11.36,49.24,6.14,0
48.09,100.0,12.76,1
9.4,64.94,13.32,0
28.85,36.75,7.98,1
38.1,61.8,37.78,1
14.62,94.72,93.08,1
56.63,62.02,76.99,1
28.47,40.98,4.98,1
53.52,44.95,88.88,1
35.06,81.31,15.16,1
24.72,54.19,60.7,0
35.31,85.59,21.39,1
22.55,55.35,80.62,0
28.58,86.84,14.25,1
5.5,100.0,90.42,1
20.46,47.49,71.81,0
9.57,70.67,13.09,0
9.95,49.1,93.2,0
42.59,46.13,91.79,1
28.95,56.17,57.64,0
21.73,95.9,25.07,1
32.92,51.61,44.76,1
19.16,40.87,68.06,0
42.69,42.76,5.73,1
12.95,75.34,21.54,0
26.38,51.35,52.25,0
20.42,69.88,60.04,0
7.93,66.08,97.64,0
22.7,55.81,62.56,0
41.0,99.31,15.07,1
28.85,32.37,2.93,1
24.37,86.96,4.02,1
37.05,64.45,4.45,1
33.06,85.48,12.72,1
26.09,58.16,72.54,0
22.03,60.8,76.08,0
33.54,55.17,64.33,0
35.96,35.43,2.14,1
18.87,100.0,82.08,1
23.22,97.87,7.19,1
29.57,66.48,73.84,0
17.5,75.5,56.3,0
42.61,92.1,5.96,1
44.96,90.68,6.75,1
24.65,88.39,51.55,1
4.36,42.94,85.54,0
3.01,58.14,10.85,0
1.22,47.23,5.05,0
8.7,48.62,4.83,0
31.3,56.98,12.65,1
8.19,37.49,75.87,0
24.87,50.01,72.92,0
18.79,68.05,45.03,0
54.33,85.62,11.37,1
24.78,48.89,58.21,0
19.3,42.76,89.79,0
53.38,94.39,11.97,1
30.9,57.76,90.6,0
48.96,95.49,3.45,1
35.37,91.14,1.35,1
24.05,57.3,60.3,0
38.27,68.5,7.81,1
27.52,91.5,34.68,1
9.58,69.18,22.79,0
14.13,66.04,12.2,0
55.11,85.13,0.88,1
16.47,61.45,41.66,0
23.17,61.35,69.36,0
5.68,39.53,99.5,0
44.64,86.29,10.47,1
23.03,54.04,50.42,0
29.7,93.28,75.24,1
23.78,67.48,72.73,0
23.42,58.7,73.29,0
9.32,51.73,7.56,0
26.87,86.45,93.46,1
26.82,54.11,85.56,0
26.03,70.29,63.72,0
24.31,58.59,6.48,1
33.76,76.39,14.24,1
30.32,79.11,15.39,1
13.97,90.38,85.12,1
30.62,60.08,67.92,0
33.94,87.95,20.33,1
46.9,57.29,53.27,1
20.37,88.53,79.3,1
36.19,79.5,19.99,1
59.89,77.86,10.36,1
15.23,99.73,67.64,1
15.49,41.79,12.86,0
25.49,91.67,40.37,1
12.89,61.49,68.1,0
35.99,78.72,11.32,1
17.67,44.26,10.71,0
22.91,64.45,69.72,0
43.57,86.33,13.48,1
28.02,99.1,68.18,1
19.93,62.35,22.63,0
27.74,75.49,21.92,1
27.56,79.09,11.75,1
